Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Team,Season
2022-10-30,16:15,Premier League,Matchweek 14,Sun,Away,L,0,1,Manchester Utd,1.1,1.2,47.0,73682,Declan Rice,4-2-3-1,4-2-3-1,Chris Kavanagh,Match Report,,13.0,4.0,22.3,0.0,0,0,West Ham United,2023
2022-11-06,14:00,Premier League,Matchweek 15,Sun,Home,L,1,2,Crystal Palace,0.3,1.0,42.0,62451,Declan Rice,4-2-3-1,4-3-3,Paul Tierney,Match Report,,5.0,2.0,16.7,0.0,0,0,West Ham United,2023
2022-11-12,15:00,Premier League,Matchweek 16,Sat,Home,L,0,2,Leicester City,1.4,1.8,54.0,62459,Declan Rice,4-2-3-1,4-1-4-1,Jarred Gillett,Match Report,,18.0,6.0,16.4,0.0,0,0,West Ham United,2023
2022-12-26,20:00,Premier League,Matchweek 17,Mon,Away,L,1,3,Arsenal,1.0,2.1,34.0,60125,Declan Rice,4-2-3-1,4-3-3,Michael Oliver,Match Report,,7.0,3.0,24.2,0.0,1,1,West Ham United,2023
2022-12-30,19:45,Premier League,Matchweek 18,Fri,Home,L,0,2,Brentford,1.3,1.6,63.0,62467,Declan Rice,3-4-3,3-5-2,Darren England,Match Report,,20.0,5.0,18.2,2.0,0,0,West Ham United,2023
2023-01-04,19:45,Premier League,Matchweek 19,Wed,Away,D,2,2,Leeds United,1.4,1.6,38.0,36173,Declan Rice,4-3-3,4-2-3-1,David Coote,Match Report,,14.0,1.0,22.5,0.0,1,1,West Ham United,2023
2023-01-14,15:00,Premier League,Matchweek 20,Sat,Away,L,0,1,Wolves,1.1,0.9,42.0,31511,Declan Rice,4-3-3,4-2-3-1,Simon Hooper,Match Report,,16.0,3.0,18.4,0.0,0,0,West Ham United,2023
2023-01-21,15:00,Premier League,Matchweek 21,Sat,Home,W,2,0,Everton,2.2,0.5,33.0,62470,Declan Rice,3-4-3,3-4-3,Stuart Attwell,Match Report,,11.0,4.0,11.9,0.0,0,0,West Ham United,2023
2023-02-04,17:30,Premier League,Matchweek 22,Sat,Away,D,1,1,Newcastle Utd,1.0,1.0,38.0,52256,Declan Rice,3-4-3,4-3-3,Peter Bankes,Match Report,,10.0,1.0,16.2,0.0,0,0,West Ham United,2023
2023-02-11,12:30,Premier League,Matchweek 23,Sat,Home,D,1,1,Chelsea,1.3,1.1,29.0,62471,Declan Rice,3-4-3,4-2-3-1,Craig Pawson,Match Report,,10.0,2.0,13.8,1.0,0,0,West Ham United,2023
2023-02-19,16:30,Premier League,Matchweek 24,Sun,Away,L,0,2,Tottenham,0.5,1.5,43.0,61476,Declan Rice,3-4-3,3-4-3,Michael Oliver,Match Report,,6.0,1.0,16.0,1.0,0,0,West Ham United,2023
2023-02-25,15:00,Premier League,Matchweek 25,Sat,Home,W,4,0,Nott'ham Forest,2.7,0.4,49.0,62469,Declan Rice,4-3-3,4-3-2-1,Jarred Gillett,Match Report,,18.0,5.0,14.9,0.0,0,0,West Ham United,2023
2023-03-04,15:00,Premier League,Matchweek 26,Sat,Away,L,0,4,Brighton,0.3,3.5,35.0,31523,Declan Rice,4-2-3-1,4-2-3-1,Stuart Attwell,Match Report,,3.0,2.0,12.1,0.0,0,0,West Ham United,2023
2023-03-12,14:00,Premier League,Matchweek 27,Sun,Home,D,1,1,Aston Villa,2.1,1.5,41.0,62472,Declan Rice,4-1-4-1,4-2-3-1,Chris Kavanagh,Match Report,,16.0,4.0,16.7,0.0,1,1,West Ham United,2023
2023-04-02,14:00,Premier League,Matchweek 29,Sun,Home,W,1,0,Southampton,1.4,0.3,43.0,62498,Declan Rice,4-3-3,4-4-2,Paul Tierney,Match Report,,12.0,2.0,14.2,1.0,0,0,West Ham United,2023
2023-04-05,20:00,Premier League,Matchweek 7,Wed,Home,L,1,5,Newcastle Utd,1.0,3.3,42.0,62481,Declan Rice,4-2-3-1,4-3-3,Craig Pawson,Match Report,,7.0,2.0,19.0,1.0,0,0,West Ham United,2023
2023-04-08,15:00,Premier League,Matchweek 30,Sat,Away,W,1,0,Fulham,1.1,0.7,24.0,24491,Declan Rice,4-4-2,4-2-3-1,Jarred Gillett,Match Report,,9.0,5.0,14.1,0.0,0,0,West Ham United,2023
2023-04-16,14:00,Premier League,Matchweek 31,Sun,Home,D,2,2,Arsenal,1.8,2.7,30.0,62481,Declan Rice,4-3-3,4-3-3,David Coote,Match Report,,15.0,2.0,14.8,1.0,1,1,West Ham United,2023
2023-04-23,14:00,Premier League,Matchweek 32,Sun,Away,W,4,0,Bournemouth,2.4,1.5,36.0,10465,Declan Rice,4-3-3,3-4-3,Anthony Taylor,Match Report,,18.0,10.0,16.2,1.0,0,0,West Ham United,2023
2023-04-26,19:45,Premier League,Matchweek 33,Wed,Home,L,1,2,Liverpool,0.8,1.9,28.0,62473,Declan Rice,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,7.0,2.0,15.5,0.0,0,0,West Ham United,2023
2023-04-29,12:30,Premier League,Matchweek 34,Sat,Away,L,3,4,Crystal Palace,1.7,2.1,41.0,25148,Declan Rice,4-2-3-1,4-3-3,Craig Pawson,Match Report,,8.0,4.0,16.1,0.0,0,0,West Ham United,2023
2023-05-03,20:00,Premier League,Matchweek 28,Wed,Away,L,0,3,Manchester City,0.4,2.3,31.0,53305,Aaron Cresswell,4-2-3-1,3-2-4-1,John Brooks,Match Report,,6.0,2.0,24.2,0.0,0,0,West Ham United,2023
2023-05-07,19:00,Premier League,Matchweek 35,Sun,Home,W,1,0,Manchester Utd,1.3,1.2,35.0,62477,Declan Rice,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,15.0,4.0,15.5,0.0,0,0,West Ham United,2023
2023-05-14,14:00,Premier League,Matchweek 36,Sun,Away,L,0,2,Brentford,0.2,3.4,47.0,17075,Angelo Ogbonna,4-2-3-1,4-3-3,Michael Oliver,Match Report,,4.0,4.0,19.0,0.0,0,0,West Ham United,2023
2023-05-21,13:30,Premier League,Matchweek 37,Sun,Home,W,3,1,Leeds United,2.1,0.9,59.0,62478,Declan Rice,4-2-3-1,4-3-3,Peter Bankes,Match Report,,19.0,9.0,14.6,0.0,0,0,West Ham United,2023
2023-05-28,16:30,Premier League,Matchweek 38,Sun,Away,L,1,2,Leicester City,1.4,1.4,52.0,32183,Declan Rice,4-2-3-1,4-2-3-1,Simon Hooper,Match Report,,16.0,3.0,16.7,0.0,0,0,West Ham United,2023
