Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Team,Season
2022-10-23,14:00,Premier League,Matchweek 13,Sun,Home,L,0,4,Leicester City,2.1,0.9,60,31425,Rúben Neves,4-2-3-1,4-1-4-1,Michael Oliver,Match Report,,21,5,15.7,1.0,0,0,Wolverhampton Wanderers,2023
2022-10-29,15:00,Premier League,Matchweek 14,Sat,Away,D,1,1,Brentford,0.6,1.4,42,17051,Rúben Neves,4-2-3-1,4-3-3,Robert Madley,Match Report,,13,4,20.4,0.0,0,0,Wolverhampton Wanderers,2023
2022-11-05,15:00,Premier League,Matchweek 15,Sat,Home,L,2,3,Brighton,1.2,1.5,29,30732,Rúben Neves,4-3-3,4-2-3-1,Graham Scott,Match Report,,7,4,18.3,0.0,1,1,Wolverhampton Wanderers,2023
2022-11-12,19:45,Premier League,Matchweek 16,Sat,Home,L,0,2,Arsenal,0.7,2.1,38,34624,João Moutinho,5-3-2,4-3-3,Stuart Attwell,Match Report,,11,2,20.0,1.0,0,0,Wolverhampton Wanderers,2023
2022-12-26,15:00,Premier League,Matchweek 17,Mon,Away,W,2,1,Everton,0.8,1.7,42,39252,Rúben Neves,4-3-3,4-3-3,Craig Pawson,Match Report,,7,4,18.6,0.0,0,0,Wolverhampton Wanderers,2023
2022-12-31,12:30,Premier League,Matchweek 18,Sat,Home,L,0,1,Manchester Utd,0.7,2.0,46,31658,Rúben Neves,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,10,3,17.3,2.0,0,0,Wolverhampton Wanderers,2023
2023-01-04,20:00,Premier League,Matchweek 19,Wed,Away,D,1,1,Aston Villa,0.9,1.8,44,39978,Rúben Neves,4-2-3-1,4-4-2,Jarred Gillett,Match Report,,10,3,14.2,0.0,0,0,Wolverhampton Wanderers,2023
2023-01-14,15:00,Premier League,Matchweek 20,Sat,Home,W,1,0,West Ham,0.9,1.1,58,31511,Rúben Neves,4-2-3-1,4-3-3,Simon Hooper,Match Report,,17,4,20.0,0.0,0,0,Wolverhampton Wanderers,2023
2023-01-22,14:00,Premier League,Matchweek 21,Sun,Away,L,0,3,Manchester City,0.8,2.8,45,53282,Rúben Neves,4-3-3,3-2-4-1,David Coote,Match Report,,10,1,16.4,0.0,0,0,Wolverhampton Wanderers,2023
2023-02-04,15:00,Premier League,Matchweek 22,Sat,Home,W,3,0,Liverpool,2.0,1.8,41,31664,Rúben Neves,4-4-2,4-3-3,Paul Tierney,Match Report,,12,5,18.3,0.0,0,0,Wolverhampton Wanderers,2023
2023-02-11,15:00,Premier League,Matchweek 23,Sat,Away,W,2,1,Southampton,0.8,1.1,59,29751,Rúben Neves,4-2-3-1,5-3-2,Jarred Gillett,Match Report,,11,1,18.7,0.0,0,0,Wolverhampton Wanderers,2023
2023-02-18,15:00,Premier League,Matchweek 24,Sat,Home,L,0,1,Bournemouth,1.3,1.1,68,31222,Rúben Neves,4-2-3-1,4-2-3-1,Michael Salisbury,Match Report,,15,4,13.3,0.0,0,0,Wolverhampton Wanderers,2023
2023-02-24,20:00,Premier League,Matchweek 25,Fri,Away,D,1,1,Fulham,0.8,0.5,49,24399,Rúben Neves,4-4-2,4-2-3-1,Michael Oliver,Match Report,,8,2,18.1,0.0,0,0,Wolverhampton Wanderers,2023
2023-03-01,20:00,Premier League,Matchweek 7,Wed,Away,L,0,2,Liverpool,0.8,2.6,43,53259,Rúben Neves,4-2-3-1,4-3-3,Paul Tierney,Match Report,,4,1,11.0,0.0,0,0,Wolverhampton Wanderers,2023
2023-03-04,15:00,Premier League,Matchweek 26,Sat,Home,W,1,0,Tottenham,0.5,1.2,46,31585,Rúben Neves,4-2-3-1,3-4-3,Tim Robinson,Match Report,,8,5,21.0,0.0,0,0,Wolverhampton Wanderers,2023
2023-03-12,16:30,Premier League,Matchweek 27,Sun,Away,L,1,2,Newcastle Utd,1.1,1.8,57,52240,Rúben Neves,4-2-3-1,4-3-3,Andy Madley,Match Report,,7,4,19.5,1.0,0,0,Wolverhampton Wanderers,2023
2023-03-18,15:00,Premier League,Matchweek 28,Sat,Home,L,2,4,Leeds United,2.7,1.6,65,31570,Rúben Neves,4-3-3,4-2-3-1,Michael Salisbury,Match Report,,23,8,16.1,1.0,0,0,Wolverhampton Wanderers,2023
2023-04-01,15:00,Premier League,Matchweek 29,Sat,Away,D,1,1,Nott'ham Forest,0.5,1.3,71,29368,Rúben Neves,4-2-3-1,4-3-2-1,Chris Kavanagh,Match Report,,8,1,17.2,0.0,0,0,Wolverhampton Wanderers,2023
2023-04-08,15:00,Premier League,Matchweek 30,Sat,Home,W,1,0,Chelsea,0.6,1.1,38,31614,Max Kilman,4-4-2,4-3-3,Peter Bankes,Match Report,,9,4,24.2,0.0,0,0,Wolverhampton Wanderers,2023
2023-04-15,15:00,Premier League,Matchweek 31,Sat,Home,W,2,0,Brentford,0.8,1.1,50,30769,Max Kilman,4-4-2,4-3-3,Paul Tierney,Match Report,,11,9,18.4,0.0,0,0,Wolverhampton Wanderers,2023
2023-04-22,15:00,Premier League,Matchweek 32,Sat,Away,L,1,2,Leicester City,0.9,2.4,58,32053,Max Kilman,4-4-2,4-2-3-1,Andy Madley,Match Report,,16,3,20.7,2.0,0,0,Wolverhampton Wanderers,2023
2023-04-25,19:30,Premier League,Matchweek 33,Tue,Home,W,2,0,Crystal Palace,1.4,0.8,41,30294,Rúben Neves,4-4-2,4-3-3,Robert Jones,Match Report,,8,2,17.0,0.0,1,1,Wolverhampton Wanderers,2023
2023-04-29,15:00,Premier League,Matchweek 34,Sat,Away,L,0,6,Brighton,0.8,3.3,43,31584,Rúben Neves,4-4-2,4-2-3-1,David Coote,Match Report,,10,2,18.7,0.0,0,0,Wolverhampton Wanderers,2023
2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,W,1,0,Aston Villa,0.8,1.5,38,31641,Rúben Neves,4-4-2,4-4-2,Stuart Attwell,Match Report,,6,2,17.6,0.0,0,0,Wolverhampton Wanderers,2023
2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,L,0,2,Manchester Utd,0.3,3.2,52,73570,Rúben Neves,4-4-2,4-2-3-1,John Brooks,Match Report,,5,0,10.5,0.0,0,0,Wolverhampton Wanderers,2023
2023-05-20,15:00,Premier League,Matchweek 37,Sat,Home,D,1,1,Everton,1.6,2.0,52,31684,Rúben Neves,4-4-2,4-1-4-1,David Coote,Match Report,,13,5,17.9,1.0,0,0,Wolverhampton Wanderers,2023
2023-05-28,16:30,Premier League,Matchweek 38,Sun,Away,L,0,5,Arsenal,0.5,2.8,49,60095,Max Kilman,4-3-3,4-3-3,Andre Marriner,Match Report,,6,0,14.7,1.0,0,0,Wolverhampton Wanderers,2023
