Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Team,Season
2021-02-07,16:30,Premier League,Matchweek 23,Sun,Home,L,1,4,Manchester City,1.2,3.5,56,,Jordan Henderson,4-3-3,4-3-3,Michael Oliver,Match Report,,7,2,19.4,1.0,1,1,Liverpool,2021
2021-02-13,12:30,Premier League,Matchweek 24,Sat,Away,L,1,3,Leicester City,1.7,1.9,62,,Jordan Henderson,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,15,4,15.4,2.0,0,0,Liverpool,2021
2021-02-20,17:30,Premier League,Matchweek 25,Sat,Home,L,0,2,Everton,1.4,1.6,71,,Jordan Henderson,4-3-3,5-3-2,Chris Kavanagh,Match Report,,15,6,17.1,1.0,0,0,Liverpool,2021
2021-02-28,19:15,Premier League,Matchweek 26,Sun,Away,W,2,0,Sheffield Utd,2.7,0.7,60,,Georginio Wijnaldum,4-3-3,3-5-2,Jonathan Moss,Match Report,,16,8,13.9,0.0,0,0,Liverpool,2021
2021-03-04,20:15,Premier League,Matchweek 29,Thu,Home,L,0,1,Chelsea,0.3,1.0,54,,Georginio Wijnaldum,4-3-3,3-4-3,Martin Atkinson,Match Report,,7,1,19.7,0.0,0,0,Liverpool,2021
2021-03-07,14:00,Premier League,Matchweek 27,Sun,Home,L,0,1,Fulham,0.9,1.3,63,,James Milner,4-3-3,4-4-2,Kevin Friend,Match Report,,16,3,17.3,1.0,0,0,Liverpool,2021
2021-03-15,20:00,Premier League,Matchweek 28,Mon,Away,W,1,0,Wolves,0.9,1.1,47,,Georginio Wijnaldum,4-3-3,3-4-1-2,Craig Pawson,Match Report,,12,4,16.2,0.0,0,0,Liverpool,2021
2021-04-03,20:00,Premier League,Matchweek 30,Sat,Away,W,3,0,Arsenal,2.4,0.1,64,,James Milner,4-3-3,4-2-3-1,Stuart Attwell,Match Report,,16,7,18.2,0.0,0,0,Liverpool,2021
2021-04-10,15:00,Premier League,Matchweek 31,Sat,Home,W,2,1,Aston Villa,2.3,0.5,65,,James Milner,4-3-3,4-3-3,Paul Tierney,Match Report,,23,10,16.7,1.0,0,0,Liverpool,2021
2021-04-19,20:00,Premier League,Matchweek 32,Mon,Away,D,1,1,Leeds United,1.4,2.3,39,,James Milner,4-3-3,4-1-4-1,Anthony Taylor,Match Report,,17,7,17.1,0.0,0,0,Liverpool,2021
2021-04-24,12:30,Premier League,Matchweek 33,Sat,Home,D,1,1,Newcastle Utd,2.4,1.0,68,,Georginio Wijnaldum,4-4-2,5-3-2,Andre Marriner,Match Report,,22,9,17.6,1.0,0,0,Liverpool,2021
2021-05-08,20:15,Premier League,Matchweek 35,Sat,Home,W,2,0,Southampton,1.7,1.1,54,,Georginio Wijnaldum,4-3-3,4-4-2,Kevin Friend,Match Report,,14,6,13.6,0.0,0,0,Liverpool,2021
2021-05-13,20:15,Premier League,Matchweek 34,Thu,Away,W,4,2,Manchester Utd,2.7,1.9,47,,Georginio Wijnaldum,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,17,8,14.9,0.0,0,0,Liverpool,2021
2021-05-16,16:30,Premier League,Matchweek 36,Sun,Away,W,2,1,West Brom,1.9,1.0,76,,Roberto Firmino,4-3-3,4-4-1-1,Mike Dean,Match Report,,26,6,18.3,1.0,0,0,Liverpool,2021
2021-05-19,20:15,Premier League,Matchweek 37,Wed,Away,W,3,0,Burnley,2.6,0.8,59,3387.0,Georginio Wijnaldum,4-3-3,4-4-1-1,Chris Kavanagh,Match Report,,20,3,16.2,1.0,0,0,Liverpool,2021
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,W,2,0,Crystal Palace,1.6,0.6,69,9901.0,Georginio Wijnaldum,4-3-3,4-3-3,Craig Pawson,Match Report,,19,5,14.7,1.0,0,0,Liverpool,2021
