Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Team,Season
2021-02-03,18:00,Premier League,Matchweek 22,Wed,Home,L,0,2,Manchester City,0.1,2.0,26,,Ben Mee,4-4-2,4-3-3,Martin Atkinson,Match Report,,2,0,22.9,0.0,0,0,Burnley,2021
2021-02-06,15:00,Premier League,Matchweek 23,Sat,Home,D,1,1,Brighton,1.8,0.5,55,,Ben Mee,4-4-2,3-4-1-2,Anthony Taylor,Match Report,,20,7,17.8,1.0,0,0,Burnley,2021
2021-02-13,15:00,Premier League,Matchweek 24,Sat,Away,W,3,0,Crystal Palace,1.4,0.5,46,,Ben Mee,4-4-2,4-4-2,Michael Oliver,Match Report,,16,4,17.7,0.0,0,0,Burnley,2021
2021-02-17,18:00,Premier League,Matchweek 17,Wed,Home,D,1,1,Fulham,0.9,0.5,47,,James Tarkowski,4-4-2,4-4-1-1,Jonathan Moss,Match Report,,8,3,12.6,0.0,0,0,Burnley,2021
2021-02-20,15:00,Premier League,Matchweek 25,Sat,Home,D,0,0,West Brom,0.5,1.6,62,,Ben Mee,4-4-2,4-1-4-1,Mike Dean,Match Report,,6,1,18.9,1.0,0,0,Burnley,2021
2021-02-28,14:00,Premier League,Matchweek 26,Sun,Away,L,0,4,Tottenham,0.7,2.1,42,,Ben Mee,4-4-2,4-2-3-1,Kevin Friend,Match Report,,10,3,19.3,0.0,0,0,Burnley,2021
2021-03-03,18:00,Premier League,Matchweek 29,Wed,Home,D,1,1,Leicester City,1.8,1.2,39,,Ben Mee,4-4-2,3-1-4-2,Andy Madley,Match Report,,12,7,18.0,1.0,0,0,Burnley,2021
2021-03-06,12:30,Premier League,Matchweek 27,Sat,Home,D,1,1,Arsenal,1.1,2.5,41,,Ben Mee,4-4-2,4-2-3-1,Andre Marriner,Match Report,,9,5,18.2,0.0,0,0,Burnley,2021
2021-03-13,17:30,Premier League,Matchweek 28,Sat,Away,W,2,1,Everton,0.8,1.5,35,,Ben Mee,4-4-2,4-1-2-1-2,Jonathan Moss,Match Report,,14,5,19.1,1.0,0,0,Burnley,2021
2021-04-04,12:00,Premier League,Matchweek 30,Sun,Away,L,2,3,Southampton,1.5,2.2,47,,Ben Mee,4-4-2,4-4-2,Andre Marriner,Match Report,,6,4,16.7,0.0,1,1,Burnley,2021
2021-04-11,12:00,Premier League,Matchweek 31,Sun,Home,L,1,2,Newcastle Utd,2.0,1.2,56,,Ben Mee,4-4-2,5-3-2,Anthony Taylor,Match Report,,24,4,15.3,1.0,0,0,Burnley,2021
2021-04-18,16:00,Premier League,Matchweek 32,Sun,Away,L,1,3,Manchester Utd,0.9,2.5,31,,Ben Mee,4-4-1-1,4-2-3-1,Jonathan Moss,Match Report,,10,3,19.0,0.0,0,0,Burnley,2021
2021-04-25,12:00,Premier League,Matchweek 33,Sun,Away,W,4,0,Wolves,2.0,0.4,42,,Ben Mee,4-4-2,3-4-1-2,Darren England,Match Report,,14,7,18.8,0.0,0,0,Burnley,2021
2021-05-03,20:15,Premier League,Matchweek 34,Mon,Home,L,1,2,West Ham,2.0,2.3,45,,Ben Mee,4-4-2,4-2-3-1,Anthony Taylor,Match Report,,7,1,12.3,0.0,1,1,Burnley,2021
2021-05-10,20:00,Premier League,Matchweek 35,Mon,Away,W,2,0,Fulham,1.5,1.0,32,,Ben Mee,4-4-2,4-2-3-1,David Coote,Match Report,,14,5,14.6,0.0,0,0,Burnley,2021
2021-05-15,12:30,Premier League,Matchweek 36,Sat,Home,L,0,4,Leeds United,1.3,1.5,48,,Ben Mee,4-4-2,3-3-3-1,Graham Scott,Match Report,,16,4,17.9,1.0,0,0,Burnley,2021
2021-05-19,20:15,Premier League,Matchweek 37,Wed,Home,L,0,3,Liverpool,0.8,2.6,41,3387.0,Ben Mee,4-4-1-1,4-3-3,Chris Kavanagh,Match Report,,10,3,15.3,0.0,0,0,Burnley,2021
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,L,0,1,Sheffield Utd,1.1,0.5,57,5000.0,James Tarkowski,4-4-1-1,3-4-3,Kevin Friend,Match Report,,10,3,13.4,0.0,0,0,Burnley,2021
